31589,31592.5625,31569.3125,31581,31548.875,31537.1875,31534.5625,31549.9375,31533.5,31558.875,31545.375,31576.4375,31580.5625,31587.3125,31578.9375,31596,31595.9375,31608.25,31604.75,31617.875,31600.4375,31617.6875,31641.25,31645.9375,31654.375,31670.375,31669.5,31659.9375,31677.5625,31669.25,31668.1875,31688.5625,31696.6875,31660.1875,31657.5625,31669.8125,31678.1875,31661.5,31682.4375,31674.8125,31665.625,31688.25,31704.5,31701.0625,31716.4375,31692.3125,31691.4375,31672.4375,31673.625,31687.375,31659.6875,31656.6875,31646.25,31650.875,31657.0625,31645,31657.4375,31665.125,31640,31688.1875,31664,31648.5625,31654.625,31654.25,31660.6875,31642.8125,31640.625,31637.625,31624.0625,31629.6875,31617.125,31649.8125,31603.0625,31607.8125,31622.125,31588.5625,31594.75,31606.875,31624.375,31625.1875,31615.1875,31607.3125,31618.0625,31608.875,31616,31622.4375,31592.0625,31595.5,31584,31581.4375,31597.125,31612.8125,31596.4375,31618.5625,31612,31595.875,31610.875,31604.125,31601.4375,31623.0625,31593.25,31579.3125,31583.125,31589.1875,31577.9375,31584.4375,31585.0625,31567.1875,31561.3125,31563.875,31569.8125,31575,31593,31590.5625,31577.1875,31549.6875,31575.75,31542.5625,31523.5625,31516.4375,31477.8125,31469,31441.25,31435.9375,31413.0625,31416.9375,31420.8125,31419.1875
31595.3125,31602.3125,31585.5625,31576.6875,31560.5625,31554.625,31540.3125,31535.0625,31555.8125,31571.4375,31573.8125,31587.875,31592.625,31596.75,31610,31614.75,31618.1875,31610.0625,31607.5,31620.0625,31620.8125,31624.875,31647.5,31647.5,31672,31671.4375,31672.5625,31656.5,31676.875,31687.75,31676.875,31679.25,31694,31670.4375,31661.375,31673.4375,31670.6875,31662.0625,31682.8125,31680.125,31664,31691.9375,31712.625,31689.3125,31705.3125,31697.8125,31698.25,31664.75,31673.0625,31680.8125,31657.3125,31651.4375,31639.75,31650.125,31661.3125,31657,31664.125,31669,31651.125,31678.1875,31658.9375,31642.5625,31657.625,31651.0625,31648,31640,31645,31637.5625,31615,31635.6875,31628.5,31645.0625,31620.75,31602.875,31620.75,31592.25,31605.375,31605.1875,31617.1875,31625.6875,31610.375,31605.375,31622,31607.875,31621.0625,31611.1875,31603.6875,31583.8125,31603.4375,31597,31594.25,31613.4375,31588.4375,31610.5,31605.0625,31594.6875,31611.8125,31621.6875,31597.5,31623.25,31587.9375,31602.3125,31590.25,31583.0625,31580.5,31588.375,31592.375,31573.4375,31577.875,31561.6875,31572.75,31578.25,31592.5625,31586.375,31574.125,31548.9375,31567.5625,31527.9375,31521.125,31504,31477.625,31462.1875,31434.9375,31416.9375,31419.4375,31415.25,31426.75,31422.5625
31606.375,31613.3125,31594.75,31575.625,31574.625,31572.8125,31547.0625,31571.6875,31590.4375,31577.625,31590.75,31586.1875,31596.625,31608.625,31613.125,31622.25,31622.6875,31617.5625,31621.0625,31611.5625,31640.875,31640.3125,31651.3125,31649.25,31671.6875,31666.5,31661.5,31651.375,31661.625,31690.5,31673.9375,31676.25,31685.875,31672.5,31675.25,31682.875,31670.8125,31655.125,31678.5,31672.25,31661.8125,31675.5625,31716.4375,31673.9375,31696.9375,31704.875,31693,31662.3125,31684.1875,31669.4375,31657.5,31647.5,31643,31636.625,31650.4375,31669.0625,31681.3125,31666.25,31669.5,31689.5,31661.9375,31651.625,31661.625,31636.8125,31643.5625,31632.9375,31640.625,31634.6875,31602,31639.125,31633.5,31612.25,31617.125,31609.5625,31613.5625,31607.875,31609.8125,31604.9375,31605.75,31623.75,31600.625,31603.9375,31618.875,31607.5625,31616.625,31597.125,31612.5,31579.6875,31613.1875,31605,31601.125,31597.625,31591.625,31605.375,31611.4375,31594.875,31609.9375,31620,31596.0625,31618.75,31592.25,31605.125,31596.125,31590.375,31581.625,31595.4375,31592.4375,31579.375,31585.625,31564.9375,31577.375,31581.875,31592.25,31586.0625,31554.3125,31543.0625,31546.4375,31526.5,31520.1875,31496.5,31477.625,31447.8125,31431.9375,31424.75,31436.1875,31420,31431,31433.1875
31618.75,31618.5,31622.625,31580.875,31585.1875,31589.3125,31567.4375,31562.8125,31605.8125,31591.875,31606.6875,31601.125,31617.375,31619.5625,31641.4375,31644.25,31637.5625,31614.25,31641.375,31618.875,31654.25,31661.6875,31656.125,31653.5625,31695.1875,31680.4375,31675.1875,31672.375,31667.75,31686.5625,31674.0625,31664.625,31673.8125,31676.4375,31677.3125,31681.375,31667.25,31649.75,31679.125,31668.25,31684.8125,31680.9375,31708.4375,31665.0625,31689.1875,31704.5,31689.375,31664.5,31684.4375,31658.375,31651.125,31645.4375,31663.0625,31644.75,31637,31672.5,31685.125,31664,31683.0625,31657.8125,31652.5,31645.8125,31662.375,31629.0625,31626.4375,31640.5,31634.25,31624.75,31602.25,31637.75,31633.4375,31612.75,31619.375,31612.75,31608.3125,31611.4375,31610.75,31610.6875,31603.3125,31615.0625,31602.4375,31601.0625,31616.5625,31613.5625,31615.4375,31582.5,31617.75,31592.5625,31615,31606.375,31602.875,31592.5,31597.75,31593.6875,31614.6875,31604.9375,31604,31631.625,31596.5625,31613.0625,31589.375,31595,31593.1875,31601.0625,31591.6875,31600.75,31589.3125,31575.9375,31589.1875,31574.875,31585.375,31578.1875,31586.5625,31576.4375,31545.6875,31545.125,31532.125,31520.4375,31517.0625,31483.25,31477.1875,31441.0625,31446.75,31435.5,31449.875,31444.8125,31453.375,31440.6875
31630.375,31618.75,31617.4375,31588.1875,31593.25,31603.3125,31591.3125,31588.875,31609.5625,31608.375,31625.5625,31621.3125,31617.375,31634,31647.1875,31654.0625,31652.875,31625.5625,31652,31629.625,31671.6875,31657.25,31655.25,31648.5625,31694.8125,31637.5625,31670,31684.875,31661.75,31675.625,31668.625,31654.5625,31657.9375,31693.9375,31679.0625,31676.9375,31658.5,31657.3125,31655.3125,31685,31669.3125,31678.75,31695.25,31668.375,31671.75,31704.8125,31670.375,31674.6875,31677.625,31647.1875,31647.75,31642.1875,31653.125,31624.375,31632.125,31662.875,31654.4375,31657.625,31680.6875,31649.3125,31636.0625,31640.0625,31658.3125,31628.5,31616.8125,31635.75,31630.25,31619.375,31616,31634.125,31627.1875,31592.375,31628.3125,31607.625,31606.75,31614.25,31612.875,31611.625,31594.6875,31612.1875,31617.125,31600.3125,31609.0625,31611.1875,31615.3125,31584.5625,31612.25,31601.75,31607.3125,31610.5,31605.25,31593.8125,31602.5,31601.6875,31617.125,31614.6875,31593.6875,31622.1875,31602.8125,31604.8125,31605.5,31591.8125,31594.6875,31605.375,31593.0625,31601.5625,31597.375,31575.6875,31589.3125,31589.625,31591.0625,31585.375,31578.6875,31567.3125,31549.875,31552.5625,31531.1875,31519.375,31518.5625,31491.1875,31501.25,31466.125,31486.1875,31453.875,31462.4375,31474.9375,31475.375,31457.125
31628.5,31624.875,31614.625,31589.75,31595.6875,31606.5625,31586.3125,31623.5,31623.3125,31627.875,31632.25,31640.875,31636.5,31651,31657.75,31658.75,31652.625,31656.1875,31654.5625,31637.625,31673.8125,31673.375,31661.75,31670.9375,31683.3125,31658.6875,31675.75,31692.6875,31663.3125,31661.375,31660.625,31654.6875,31642.5625,31657.25,31681.8125,31665.875,31656.8125,31637.8125,31649.5625,31682.6875,31687.1875,31678.5625,31680.3125,31666.9375,31670.25,31694,31661.0625,31676.0625,31678.0625,31655.1875,31651.125,31638.5,31645.5,31633.875,31638.625,31689.125,31696,31652.9375,31682.8125,31636.5625,31657.5,31633.5,31646.4375,31633.9375,31612.625,31630.625,31608.8125,31603.1875,31624.5,31631.3125,31621.0625,31591.0625,31619.875,31611.8125,31604.625,31622.125,31612.625,31609.875,31589.125,31603.5625,31628.625,31605.1875,31602.8125,31604.625,31610,31589.5,31607.875,31613.25,31603.75,31615.5,31613.1875,31593.25,31611.25,31607,31613.75,31614,31594.375,31617.6875,31611.5,31595.9375,31602.9375,31587.9375,31596.375,31600.0625,31599.9375,31600.0625,31599.8125,31592.5625,31594.5625,31605.8125,31596.875,31592.4375,31578.8125,31567.875,31562.3125,31559.5625,31536.8125,31523.25,31519.75,31514.625,31518.125,31485,31507.125,31477.125,31469.625,31492.125,31494.8125,31472.5625
31626.6875,31627.125,31599.8125,31585.25,31599.5625,31616.3125,31604.1875,31644.3125,31641.3125,31650.625,31635.3125,31663.4375,31647.9375,31642.375,31666.5,31665.6875,31651.8125,31669.75,31664.125,31650.625,31667.25,31672.25,31638.375,31660.8125,31672.8125,31647.75,31659.4375,31689.875,31675.3125,31649.6875,31677.625,31652.1875,31648.4375,31645.375,31672.5625,31651.4375,31655.8125,31641.3125,31651.0625,31668.8125,31672.8125,31689.1875,31667.25,31679.25,31669.3125,31685.25,31661,31680.0625,31670.4375,31670.5,31648.6875,31630.5,31636.875,31671.0625,31651.125,31669.25,31662.25,31656.625,31655.8125,31640.0625,31644.1875,31641.9375,31640.375,31634.5625,31598.375,31630.5,31608.8125,31617.875,31634.0625,31629.5625,31615.3125,31602.5625,31619.5625,31605.5625,31612.1875,31617.5625,31603.8125,31608.8125,31593.8125,31601.75,31634.0625,31603.375,31604.0625,31612.4375,31613.5,31598.6875,31605.5625,31621.5,31606.8125,31619.5,31611.25,31602.875,31609.9375,31606.1875,31603.8125,31616.4375,31598.875,31613.625,31606.8125,31590.5625,31601.6875,31589.375,31595.6875,31606.8125,31612.3125,31585.1875,31596.9375,31604.625,31599.25,31606.875,31605.375,31596.9375,31578.5,31570.875,31586.8125,31550.625,31546.75,31550.6875,31540.8125,31533.4375,31548.25,31544.75,31522.25,31501.3125,31499.75,31516,31513.375,31495.5
31626.9375,31623.1875,31594.75,31592.0625,31613.0625,31618.875,31634.125,31668.1875,31647.9375,31667.875,31660.5625,31672.875,31658.125,31666.125,31673.0625,31659.75,31656.25,31668.375,31657.125,31667.8125,31662.8125,31658.5625,31650.5625,31658.3125,31660.25,31658.4375,31670.5,31683.625,31670.25,31640.5,31646.3125,31644.875,31637.75,31659.9375,31653.25,31637.3125,31656.625,31648.5625,31642.0625,31661.625,31689.375,31682.5,31663.5,31677.9375,31670.4375,31674.4375,31671.75,31686,31685.75,31658.8125,31644.6875,31671,31678.4375,31672.125,31653.9375,31658.4375,31682,31660.6875,31660.75,31646.875,31662.625,31644.5,31634.25,31646.4375,31601.375,31617,31616.8125,31616.9375,31641.4375,31616.375,31616.25,31610.1875,31624.75,31609.9375,31613.125,31616.0625,31602.625,31607.0625,31601.9375,31605.125,31627.0625,31608.5625,31605.5,31610.5625,31609.0625,31614.8125,31603.9375,31620.8125,31606.5,31621.375,31610.8125,31609.6875,31611.4375,31606.0625,31601.8125,31614.625,31604.5625,31608,31603.25,31590.1875,31601.5,31594.5,31600.9375,31613.25,31634.8125,31593.375,31595.8125,31612,31609.8125,31599.0625,31604.75,31603.8125,31576.5,31580.1875,31602.75,31571,31554.125,31593.25,31563.9375,31563,31564.5,31574.25,31540.4375,31551.9375,31537.9375,31527.0625,31521,31515.4375
31630.625,31623.1875,31594.875,31614.625,31626.3125,31611.3125,31649.4375,31687.8125,31672.75,31678.6875,31675.8125,31683.25,31669.125,31665.5625,31677.6875,31653.625,31649.8125,31666.3125,31651.4375,31672.0625,31657.9375,31663.75,31649.125,31657.0625,31652,31666.6875,31665.3125,31671.25,31663.8125,31636.4375,31647.875,31646.8125,31634.375,31670.125,31652.875,31643.25,31657.8125,31672,31639.5625,31652.0625,31681.8125,31683.1875,31669.875,31681,31676.6875,31661.75,31683.25,31681.5,31661.9375,31673.5,31649,31668.875,31628.5,31674.6875,31709.125,31680.25,31683.0625,31660,31663.125,31645.375,31656.625,31651.6875,31625.6875,31627,31611.5625,31607.8125,31616.5,31608.6875,31644.0625,31614.4375,31610.3125,31627.625,31623.8125,31621.3125,31615.5,31621.0625,31605.4375,31610.4375,31606.875,31607.1875,31609,31613.4375,31613.5625,31613.75,31604.9375,31621.5,31610.625,31609.25,31611.3125,31621.8125,31609.3125,31603.8125,31613.9375,31604.4375,31599,31609.375,31613,31605,31597.25,31608.75,31600.4375,31608.4375,31607.625,31611.8125,31615.25,31598.3125,31588,31615.8125,31612.3125,31592.3125,31597.625,31603.4375,31579.3125,31585.125,31607.1875,31581.0625,31565.375,31606.5625,31585.4375,31586.125,31573.75,31591.1875,31553.5625,31585.5625,31556.375,31539.1875,31539.0625,31537.4375
31636.875,31618,31609.8125,31631.875,31631.4375,31621,31662.6875,31685.5625,31681.375,31689.1875,31690.5625,31682.5625,31688.6875,31678.8125,31669.0625,31653.5,31648.5,31650.125,31656.125,31672.6875,31653.75,31660.625,31670.5,31654,31635.9375,31652.125,31666.4375,31655.4375,31657.4375,31633.9375,31631.375,31639.0625,31644,31671,31649.4375,31649.3125,31648.5625,31662.8125,31635.6875,31659.5625,31693.5,31669,31671.1875,31682.25,31670.0625,31657.3125,31694.0625,31690,31662.375,31662.375,31640.5,31696.625,31674.6875,31683.1875,31690.875,31663.75,31682.6875,31669.375,31667.4375,31656.5,31672.5,31660.0625,31622.125,31615.6875,31618.25,31601.4375,31623.25,31615.3125,31644.375,31621.8125,31619.875,31623.8125,31626,31618.4375,31612.75,31621,31614.25,31601.0625,31618.8125,31600,31598.125,31621.3125,31621.5,31607,31595.5,31625,31609.75,31609.0625,31609.25,31621.125,31602.0625,31601.75,31606.125,31596.8125,31594.0625,31609.5625,31614.875,31606,31589.25,31619.8125,31595.375,31619,31609.4375,31611.125,31613.6875,31602.5,31593.6875,31610.625,31612.4375,31593.9375,31601.5,31600.6875,31589,31588.6875,31602,31594.0625,31584.1875,31611.9375,31604.4375,31601.75,31596.8125,31608.1875,31573.5625,31609.875,31586.4375,31557,31551.8125,31550.5
